Protein,Domain,Range,ECOD_num,ECOD_key,T-group,DPAM_prob,HH_prob,DALI_zscore,Hit_cov,Tgroup_cov,Judge,Hcount,Scount,subset,domain_length,bin,intracellular_percentage
Q9BU61,nD1,56-170,160394,e2gm2A1,7538.1.1,0.997,1.0,12.5,0.897,0.966,good_domain,3,8,subset_41,115,1,100.0
Q495A1,nD1,26-135,1221182,e3ucrC2,11.1.1,0.998,0.984,19.9,0.954,1.019,good_domain,2,10,subset_41,110,1,0.0
Q495A1,nD2,146-170,1764134,e2n2aA1,3569.1.1,0.887,0.907,0.0,0.276,0.431,simple_topology,1,0,subset_41,25,0,32.0
Q96GM8,nD1,"31-285,441-505",1188306,e2a1sC2,2484.1.1,0.998,1.0,29.4,0.809,1.633,good_domain,13,9,subset_37,320,2,100.0
Q96GM8,nD2,296-325,8600,e2fc6A1,906.1.1,0.97,0.991,0.0,0.703,0.759,simple_topology,1,1,subset_37,30,0,100.0
Q96GM8,nD3,326-350,1831777,e5iyaB6,4010.1.1,0.275,0.0,2.4,na,na,simple_topology,1,0,subset_37,25,0,100.0
P30542,nD1,1-315,2772582,e7ld3R1,5001.1.1,0.998,1.0,32.8,0.966,1.103,good_domain,8,3,subset_37,315,2,28.88888888888889
Q9NRF9,nD1,6-125,2142364,e5y27A1,148.1.1,0.997,0.999,11.1,0.888,1.29,good_domain,4,0,subset_37,120,1,100.0
O95760,nD1,116-270,2123347,e5vi4A1,6.1.1,0.995,1.0,22.4,0.947,1.033,good_domain,2,11,subset_37,155,2,100.0
P26006,nD1,"1-30,36-465",200063,e2qc5A1,5.1.4,0.935,0.0,30.2,0.966,1.281,good_domain,4,28,subset_270,460,2,6.521739130434782
P26006,nD2,466-615,136547,e3ijeA3,11.1.1,0.996,1.0,16.0,0.844,1.389,good_domain,0,8,subset_270,150,1,0.0
P26006,nD3,621-755,1222328,e3fcsA6,11.1.1,0.999,1.0,14.5,0.884,1.25,good_domain,0,10,subset_270,135,1,0.0
P26006,nD4,"761-860,897-990",136546,e3ijeA2,11.1.1,0.994,1.0,14.8,0.876,1.796,good_domain,1,11,subset_270,194,2,0.0
O75380,nD1,31-124,2755025,e7b93R1,375.1.8,1.0,1.0,11.6,0.969,1.0,good_domain,2,4,subset_270,94,1,100.0
Q9UKP6,nD1,41-335,1125533,e4n6hA1,5001.1.1,0.998,1.0,29.0,0.93,1.033,good_domain,8,2,subset_270,295,2,25.084745762711865
P16234,nD1,26-210,1678261,e4wrlA2,11.1.1,0.994,0.997,16.0,0.902,1.713,good_domain,1,16,subset_305,185,2,0.0
P16234,nD2,211-310,2722006,e7lbfD2,11.1.1,0.999,1.0,15.9,0.931,0.926,good_domain,1,8,subset_305,100,1,0.0
P16234,nD3,311-410,1954718,e5t89Y2,11.1.1,1.0,1.0,12.7,0.395,0.926,good_domain,1,8,subset_305,100,1,0.0
P16234,nD4,"411-520,526-550",1954718,e5t89Y2,11.1.1,0.999,1.0,12.7,0.432,1.25,good_domain,1,7,subset_305,135,1,1.4814814814814814
P16234,nD5,"556-695,776-999",1871755,e5k5xA1,206.1.1,0.986,1.0,48.1,0.966,1.209,good_domain,12,12,subset_305,364,2,100.0
Q9HCU8,nD1,41-89,1788755,e2n5jA1,103.1.1,0.658,0.153,0.0,na,na,low_confidence,3,0,subset_305,49,0,100.0
Q92851,nD1,21-110,1907276,e5jqeA3,110.1.1,0.996,0.997,16.8,0.9,0.938,good_domain,6,1,subset_305,90,1,100.0
Q92851,nD2,111-200,2832705,e7lvjA1,110.1.1,0.991,0.999,13.6,0.954,0.938,good_domain,4,0,subset_305,90,1,100.0
Q92851,nD3,271-510,1107294,e4m9rA1,7575.1.1,0.993,0.999,24.6,0.746,0.928,good_domain,4,8,subset_305,240,2,100.0
Q4ADV7,nD1,"6-685,711-790,821-905",2547822,e6u62A1,5.1.4,0.989,0.997,13.8,0.74,2.354,good_domain,16,53,subset_361,845,3,100.0
Q4ADV7,nD2,906-985,2781419,e7mq8LP1,109.4.1,0.972,0.0,7.3,0.112,0.28,partial_domain,5,0,subset_361,80,0,100.0
Q4ADV7,nD3,"1056-1125,1256-1345",2774818,e6lsuA1,109.4.1,0.443,0.0,5.6,na,na,low_confidence,9,0,subset_361,160,2,100.0
Q70Z44,nD1,36-225,165129,e2qc1B1,11.12.1,0.984,0.997,18.0,0.882,0.9,good_domain,2,9,subset_361,190,2,0.0
Q70Z44,nD2,"226-360,421-454",2761080,e7ektD2,5057.1.1,0.991,1.0,14.5,0.798,1.166,good_domain,5,0,subset_361,169,2,29.585798816568047
O43242,nD1,26-50,2103693,e5vhhV3,109.4.1,0.981,1.0,0.0,0.066,0.087,simple_topology,1,0,subset_361,25,0,100.0
O43242,nD2,51-395,2036928,e5mpdS3,109.4.1,1.0,1.0,30.6,0.895,1.206,good_domain,14,0,subset_361,345,2,100.0
O43242,nD3,396-465,1320570,e4d10C1,101.1.2,0.997,1.0,17.8,0.479,0.737,good_domain,4,2,subset_361,70,0,100.0
O43242,nD4,"471-495,501-530",1884991,e5l4kS3,3749.5.1,0.981,1.0,0.0,0.775,1.25,simple_topology,2,0,subset_361,55,0,100.0
Q9ULK4,nD1,1-220,2491368,e6h02A1,109.4.1,0.999,1.0,21.1,0.986,0.769,good_domain,11,0,subset_95,220,2,100.0
Q9ULK4,nD2,"221-465,471-750,756-1035",2491371,e6h02A4,109.4.1,0.999,1.0,23.9,0.989,2.815,good_domain,33,2,subset_95,805,3,100.0
Q9ULK4,nD3,"1041-1080,1096-1335",2491372,e6h02A5,109.4.1,1.0,1.0,28.5,0.923,0.979,good_domain,13,0,subset_95,280,2,100.0
P11229,nD1,"21-235,276-300,326-445",2420829,e5zkcA2,5001.1.1,0.999,1.0,34.5,0.979,1.261,good_domain,8,0,subset_95,360,2,41.388888888888886
P62508,nD1,126-215,160262,e2ff0A1,377.1.1,0.994,0.98,8.9,0.873,1.8,good_domain,2,2,subset_95,90,1,100.0
P62508,nD2,231-458,2627912,e6k3nA1,188.1.1,0.999,0.999,37.2,1.0,0.942,good_domain,10,2,subset_95,228,2,100.0
Q96B86,nD1,46-120,1806538,e4uhyC1,604.33.1,0.997,0.998,10.0,0.914,1.056,good_domain,3,0,subset_95,75,0,2.6666666666666665
Q96B86,nD2,161-340,2723100,e7ne0D1,6129.1.1,0.992,1.0,20.8,0.915,1.017,good_domain,4,10,subset_95,180,2,0.0
Q96B86,nD3,356-405,2502911,e6n29A4,7061.1.1,0.972,0.955,4.3,0.558,0.585,partial_domain,3,0,subset_95,50,0,0.0
P00734,nD1,51-105,8560,e1nl1A2,393.1.1,0.99,0.997,6.7,0.723,1.25,good_domain,4,0,subset_375,55,0,0.0
P00734,nD2,106-195,2604990,e6osnA1,380.1.1,0.997,0.967,12.9,0.929,1.084,good_domain,0,2,subset_375,90,1,0.0
P00734,nD3,211-295,1771593,e1a0hA2,380.1.1,0.994,0.993,12.6,0.779,1.024,good_domain,1,2,subset_375,85,0,0.0
P00734,nD4,311-620,2388873,e6bjrA4,1.1.5,0.998,1.0,40.0,0.957,1.829,good_domain,6,13,subset_375,310,2,0.0
Q07001,nD1,26-245,2831894,e7ql6C2,11.12.1,0.999,1.0,31.9,0.982,1.043,good_domain,4,12,subset_375,220,2,0.0
Q07001,nD2,"246-360,426-495",2831893,e7ql6C1,5057.1.1,1.0,1.0,16.1,0.876,1.276,good_domain,5,0,subset_375,185,2,42.7027027027027
P43686,nD1,"21-60,81-145",2391238,e6fvtK1,2.1.1,1.0,1.0,11.0,0.831,1.01,good_domain,1,5,subset_375,105,1,100.0
P43686,nD2,146-335,1910278,e5l4gK2,2004.1.1,0.997,1.0,28.6,0.984,0.852,good_domain,7,6,subset_375,190,2,100.0
P43686,nD3,336-418,1910279,e5l4gK3,148.1.3,0.998,1.0,14.0,0.988,0.892,good_domain,3,1,subset_375,83,0,100.0
Q9UHF7,nD1,221-245,000139147,e3mjhB1,386.1.1,0.973,0.945,0.0,0.676,0.758,simple_topology,1,0,subset_105,25,0,100.0
Q9UHF7,nD2,306-360,002642986,e6skgBo1,386.1.1,0.995,0.0,4.0,0.953,1.667,good_domain,1,4,subset_105,55,0,100.0
Q9UHF7,nD3,402-460,001117612,e3ax1A2,386.1.1,0.995,0.0,3.6,0.927,1.788,good_domain,1,4,subset_105,59,0,100.0
Q9UHF7,nD4,521-555,002170662,e5v3jF1,386.1.1,0.961,0.995,0.0,0.482,1.061,good_domain,1,2,subset_105,35,0,100.0
Q9UHF7,nD5,561-610,002077433,e5undB2,386.1.1,0.87,0.991,0.0,0.483,1.515,simple_topology,1,0,subset_105,50,0,100.0
Q9UHF7,nD6,611-635,002671500,e6u9qA3,386.1.1,0.999,0.956,3.6,0.806,0.758,simple_topology,1,0,subset_105,25,0,100.0
Q9UHF7,nD7,666-690,000008316,e2drpA1,386.1.1,0.996,0.73,3.0,0.676,0.758,simple_topology,1,0,subset_105,25,0,100.0
Q9UHF7,nD8,896-930,002443811,e5o9bA1,377.1.1,0.99,0.628,3.5,0.515,0.7,good_domain,1,2,subset_105,35,0,100.0
Q9UHF7,nD9,1212-1260,000008316,e2drpA1,386.1.1,0.979,0.905,2.2,0.811,1.485,good_domain,2,1,subset_105,49,0,100.0
P43116,nD1,6-340,002429323,e6iivA2,5001.1.1,0.998,1.0,29.1,0.788,1.173,good_domain,7,3,subset_105,335,2,32.23880597014925
P80192,nD1,51-120,002322692,e6amwA2,4.1.1,0.992,0.926,5.6,0.435,0.875,good_domain,1,4,subset_105,70,0,100.0
P80192,nD2,126-445,001823373,e4uy9B1,206.1.1,0.998,1.0,33.3,0.971,1.063,good_domain,9,7,subset_105,320,2,100.0
P80192,nD3,446-495,001840073,e5b3dB1,603.5.1,0.83,0.0,4.6,na,na,simple_topology,1,0,subset_105,50,0,100.0
P80192,nD4,751-780,001567624,e4tyhA1,206.1.1,0.961,0.0,11.1,0.06,0.1,simple_topology,1,0,subset_105,30,0,100.0
Q53GD3,nD1,66-185,001142272,e4cdkE1,389.6.1,0.065,0.0,2.5,na,na,low_confidence,4,6,subset_105,120,1,0.0
Q53GD3,nD2,"56-65,381-440",000167314,e3ce2A1,2498.1.1,0.029,0.0,4.1,na,na,low_confidence,1,3,subset_105,70,0,0.0
Q53GD3,nD3,"26-55,356-380,441-575,671-685",002161068,e5vr3A1,3602.1.1,0.724,0.0,4.7,na,na,low_confidence,7,2,subset_105,205,2,55.609756097560975
Q53GD3,nD4,"221-355,576-670,686-695",na,na,na,na,na,na,na,na,low_confidence,5,1,subset_105,240,2,26.666666666666668
Q16790,nD1,141-390,136313,e3iaiA1,62.1.1,0.997,1.0,41.1,0.973,0.975,good_domain,3,12,subset_474,250,2,0.0
Q16790,nD2,416-440,2715699,e6x0ap1,101.1.11,0.884,0.0,3.4,0.287,0.407,simple_topology,1,0,subset_474,25,0,20.0
Q16204,nD1,"56-105,111-235",2816307,e6z26B1,192.8.1,0.938,0.97,0.0,0.786,2.381,simple_topology,1,0,subset_474,175,2,100.0
Q16204,nD2,256-280,2321117,e6gapA2,3755.3.1,0.897,0.979,0.0,0.121,0.145,simple_topology,1,0,subset_474,25,0,100.0
Q16204,nD3,281-320,2074718,e5dfzD2,3922.1.1,0.862,0.908,0.0,0.125,0.31,simple_topology,1,0,subset_474,40,0,100.0
Q16204,nD4,321-345,2647774,e6wg3B3,2004.1.1,0.896,0.987,0.0,0.109,0.112,simple_topology,1,0,subset_474,25,0,100.0
P32927,nD1,26-120,33100,e2gysB1,11.1.1,0.999,1.0,17.9,0.922,0.88,good_domain,0,7,subset_474,95,1,0.0
P32927,nD2,126-240,33103,e2gysB2,11.1.1,0.999,1.0,18.9,0.947,1.065,good_domain,1,7,subset_474,115,1,0.0
P32927,nD3,241-330,33106,e2gysB3,11.1.1,0.999,1.0,11.7,0.889,0.833,good_domain,1,6,subset_474,90,1,0.0
P32927,nD4,"331-435,441-465",1687240,e4nkqA1,11.1.1,0.999,1.0,19.0,0.938,1.204,good_domain,1,7,subset_474,130,1,0.0
Q9GZZ9,nD1,41-325,2414537,e6h77B1,2003.1.9,1.0,1.0,46.4,0.91,1.105,good_domain,8,9,subset_21,285,2,100.0
O75899,nD1,"51-180,321-420",2121159,e4f11A2,2007.1.2,0.998,1.0,35.7,0.819,1.608,good_domain,6,7,subset_21,230,2,0.0
O75899,nD2,"181-320,421-465",2761260,e7epaB4,2007.1.2,0.997,1.0,19.3,0.52,1.294,good_domain,6,8,subset_21,185,2,0.0
O75899,nD3,466-765,2702809,e7d76R1,5001.1.1,0.993,0.948,14.5,0.845,1.051,good_domain,8,3,subset_21,300,2,24.666666666666668
O75899,nD4,786-815,2724370,e7eknF1,1134.1.2,0.908,0.421,0.0,0.595,0.659,simple_topology,1,0,subset_21,30,0,100.0
Q9NS40,nD1,11-145,2644070,e6y7qAAA1,223.1.1,0.996,0.953,20.7,1.0,0.925,good_domain,3,5,subset_21,135,1,100.0
Q9NS40,nD2,381-715,2038406,e5u6oD2,5054.1.1,0.997,1.0,20.8,0.799,1.469,good_domain,12,1,subset_21,335,2,38.93805309734513
O00220,nD1,121-190,1066084,e4kgqC1,389.1.3,0.995,0.988,7.6,0.805,1.296,good_domain,0,4,subset_21,70,0,0.0
O00220,nD2,191-230,1572594,e3alqT3,389.1.3,0.999,0.988,4.1,0.404,0.741,simple_topology,0,2,subset_21,40,0,0.0
O00220,nD3,352-455,354353,e3ezqP1,110.1.1,0.994,0.961,11.6,0.929,1.083,good_domain,7,1,subset_21,104,1,100.0
Q5JPH6,nD1,26-360,2539698,e6b1zA2,2005.1.1,1.0,1.0,28.5,0.968,1.565,good_domain,11,13,subset_185,335,2,100.0
Q5JPH6,nD2,361-523,169311,e2ja2A2,101.8.1,0.989,1.0,11.8,0.88,0.976,good_domain,6,0,subset_185,163,2,100.0
P61247,nD1,"11-110,231-248",2755693,e7o7yAa2,239.5.1,0.994,1.0,9.3,0.875,1.229,good_domain,3,5,subset_185,118,1,100.0
P61247,nD2,111-230,1313672,e3j7aB1,230.6.1,0.998,1.0,14.1,0.975,1.0,good_domain,4,4,subset_185,120,1,100.0
P16615,nD1,361-600,84393,e2zbeB4,267.1.1,0.997,1.0,40.7,0.996,1.455,good_domain,6,11,subset_185,240,2,100.0
P16615,nD2,"1-40,46-110,116-240,246-345,736-1000",1132115,e2zbeB6,5073.1.1,1.0,1.0,30.2,0.911,1.262,good_domain,19,9,subset_185,595,3,51.09243697478992
P16615,nD3,"346-360,601-735",2523992,e6jxhA3,2006.1.1,0.998,1.0,23.7,0.785,0.75,good_domain,8,7,subset_185,150,1,100.0
Q8NC56,nD1,6-55,48733,e2odcI1,130.1.1,0.873,0.983,0.0,0.804,0.909,good_domain,2,0,subset_274,50,0,100.0
Q8NC56,nD2,206-230,2137468,e5nenB1,5086.1.1,0.702,0.0,5.4,na,na,simple_topology,1,0,subset_274,25,0,28.0
Q8NC56,nD3,251-495,1285611,e2mh2A1,101.1.2,0.989,0.0,5.6,1.0,2.579,good_domain,7,6,subset_274,245,2,40.0
O75489,nD1,46-230,2049418,e5gupD1,4272.1.1,1.0,1.0,24.1,0.889,1.088,good_domain,3,7,subset_274,185,2,100.0
Q8WW43,nD1,6-245,1680004,e5a63C1,1076.1.1,0.999,1.0,34.6,0.979,0.978,good_domain,8,0,subset_274,240,2,20.833333333333332
P39086,nD1,"36-150,281-390",2122609,e5kc9A1,2007.1.2,0.996,1.0,26.4,0.698,1.573,good_domain,6,7,subset_413,225,2,0.0
P39086,nD2,"151-280,391-430",1873473,e4gpaA2,2007.1.2,0.998,1.0,21.0,0.549,1.189,good_domain,5,8,subset_413,170,2,0.0
P39086,nD3,"446-550,776-825",2062177,e4q0cC4,7523.1.1,0.997,0.974,19.1,0.462,1.033,good_domain,4,8,subset_413,155,2,0.0
P39086,nD4,"566-675,826-860",2816822,e7eu7B5,5054.1.1,0.988,1.0,8.1,0.688,0.636,good_domain,4,2,subset_413,145,1,42.06896551724138
P39086,nD5,"551-565,676-775",2600647,e3g3kB3,7523.1.1,0.996,0.998,22.4,0.981,0.767,good_domain,5,5,subset_413,115,1,0.0
P07947,nD1,96-150,2322692,e6amwA2,4.1.1,0.992,0.993,5.6,0.384,0.688,good_domain,1,4,subset_413,55,0,100.0
P07947,nD2,151-260,2055666,e5mtjA1,214.1.1,0.997,0.981,19.8,0.982,0.991,good_domain,2,3,subset_413,110,1,100.0
P07947,nD3,261-540,2782594,e7ng7A1,206.1.1,0.999,1.0,40.0,0.924,0.93,good_domain,10,7,subset_413,280,2,100.0
P15941,nD1,101-180,7190,e1jl5A1,207.1.1,0.903,0.0,9.2,0.144,0.282,simple_topology,0,1,subset_413,80,0,0.0
P15941,nD2,181-900,7211,e1ee6A1,207.2.1,0.952,0.0,10.2,0.492,1.895,good_domain,0,36,subset_413,720,3,0.0
P15941,nD3,901-965,2756180,e7akvG1,207.2.1,0.894,0.0,10.5,0.134,0.171,simple_topology,0,2,subset_413,65,0,0.0
P15941,nD4,1041-1145,5125,e1ivzA1,304.47.1,0.999,0.989,10.4,0.773,0.837,good_domain,2,4,subset_413,105,1,0.0
P15941,nD5,1161-1185,1070457,e3j2wE1,6074.1.1,0.972,0.836,0.0,0.543,0.455,simple_topology,1,0,subset_413,25,0,8.0
P48736,nD1,"26-140,146-325",2770106,e7mezA5,221.1.1,0.995,1.0,11.7,0.922,3.138,good_domain,11,12,subset_399,295,2,100.0
P48736,nD2,326-540,2770105,e7mezA4,11.2.1,0.995,1.0,26.4,0.933,1.525,good_domain,1,8,subset_399,215,2,100.0
P48736,nD3,541-725,1412316,e4uwhA2,109.4.1,0.996,1.0,11.4,0.72,0.647,good_domain,9,0,subset_399,185,2,100.0
P48736,nD4,726-1090,1833039,e1e8yA4,206.1.1,0.995,1.0,36.7,0.902,1.213,good_domain,11,9,subset_399,365,2,100.0
Q04844,nD1,26-240,2831894,e7ql6C2,11.12.1,0.998,1.0,29.6,0.942,1.019,good_domain,3,11,subset_399,215,2,0.0
Q04844,nD2,"241-355,411-420,441-490",2617457,e6uwzE2,5057.1.1,0.994,1.0,19.9,0.838,1.207,good_domain,5,0,subset_399,175,2,34.285714285714285
P09871,nD1,21-130,31417,e1nziB1,10.4.1,0.999,0.99,20.9,0.948,0.948,good_domain,0,8,subset_399,110,1,0.0
P09871,nD2,131-175,2150904,e6f1hB2,389.1.1,1.0,0.999,3.5,1.0,1.059,good_domain,0,4,subset_399,45,0,0.0
P09871,nD3,176-290,1088424,e4losA1,10.4.1,0.999,0.993,24.8,0.958,0.991,good_domain,1,8,subset_399,115,1,0.0
P09871,nD4,291-355,8492,e1qubA1,389.1.2,1.0,0.98,7.5,0.952,1.032,good_domain,0,5,subset_399,65,0,0.0
P09871,nD5,356-425,2791636,e7arxA2,389.1.2,1.0,0.982,11.9,0.814,1.111,good_domain,0,6,subset_399,70,0,0.0
P09871,nD6,426-688,225026,e4j1yA1,1.1.17,0.99,1.0,42.3,0.938,1.139,good_domain,3,12,subset_399,263,2,0.0
Q13887,nD1,371-400,151389,e2lvrA1,386.1.1,0.997,0.959,2.5,0.933,0.909,good_domain,1,0,subset_77,30,0,100.0
Q13887,nD2,401-430,2103569,e5v3gD1,386.1.1,1.0,0.966,8.6,0.519,0.909,simple_topology,1,0,subset_77,30,0,100.0
Q13887,nD3,431-455,1758193,e2i13A1,386.1.1,1.0,0.969,9.2,0.472,0.758,simple_topology,1,0,subset_77,25,0,100.0
P09917,nD1,1-115,142083,e3o8yA2,10.10.1,0.994,1.0,21.9,0.982,0.983,good_domain,0,8,subset_77,115,1,100.0
P09917,nD2,116-674,142082,e3o8yA1,158.1.1,1.0,1.0,62.8,0.998,0.993,good_domain,19,4,subset_77,559,2,100.0
Q14289,nD1,36-140,149640,e4ekuA3,221.1.1,0.992,1.0,13.9,0.858,1.117,good_domain,5,7,subset_77,105,1,100.0
Q14289,nD2,141-260,164738,e2j0jA2,197.1.1,0.994,1.0,18.7,0.976,1.081,good_domain,6,0,subset_77,120,1,100.0
Q14289,nD3,261-365,2443875,e6cb0A1,220.1.1,0.997,1.0,17.2,0.705,0.861,good_domain,2,5,subset_77,105,1,100.0
Q14289,nD4,406-700,146736,e2yleA1,206.1.1,0.985,0.949,8.3,0.621,0.98,good_domain,9,9,subset_77,295,2,100.0
Q14289,nD5,796-830,2721645,e6w1sW1,4207.1.1,0.79,0.0,5.3,na,na,simple_topology,1,0,subset_77,35,0,100.0
Q14289,nD6,871-1005,1721597,e4xekA1,601.16.1,0.989,1.0,22.5,0.956,0.985,good_domain,4,0,subset_77,135,1,100.0
P01562,nD1,26-189,143314,e3oq3A1,150.3.1,0.999,1.0,25.0,0.988,1.086,good_domain,7,0,subset_77,164,2,0.0
Q969M3,nD1,126-255,1700505,e4akgA11,148.1.3,0.864,0.0,5.2,0.734,1.398,good_domain,6,0,subset_233,130,1,18.46153846153846
O14802,nD1,6-360,1223288,e3qqcA3,4246.1.1,0.998,1.0,32.0,0.714,1.053,good_domain,11,6,subset_233,355,2,100.0
O14802,nD2,361-535,1755886,e3h0gA8,1.1.2,0.999,1.0,24.7,0.93,1.296,good_domain,6,10,subset_233,175,2,100.0
O14802,nD3,536-695,2142198,e6eu1A5,4959.1.1,0.999,1.0,22.1,0.962,1.016,good_domain,5,5,subset_233,160,2,100.0
O14802,nD4,696-920,2629834,e6kf4A1,4958.1.1,1.0,1.0,18.7,0.937,1.077,good_domain,5,1,subset_233,225,2,100.0
O14802,nD5,921-1025,2784214,e7oq4C4,4957.1.1,0.991,1.0,6.2,0.951,0.636,good_domain,4,1,subset_233,105,1,100.0
O14802,nD6,1111-1200,5462,e1twfA3,4955.1.1,0.996,1.0,9.6,0.618,0.769,good_domain,5,5,subset_233,90,1,100.0
O14802,nD7,"1081-1105,1201-1250",2729666,e7egao2,4956.1.1,0.996,1.0,10.5,0.793,0.987,good_domain,3,4,subset_233,75,0,100.0
O14802,nD8,"1026-1080,1251-1370",2581002,e6tutA7,4954.1.1,0.999,1.0,10.5,0.822,0.86,good_domain,8,1,subset_233,175,2,100.0
Q9NW38,nD1,6-95,2731272,e7kzpM3,216.1.1,0.995,1.0,17.4,0.947,0.59,good_domain,4,4,subset_244,90,1,100.0
Q9NW38,nD2,96-195,2731271,e7kzpM2,216.1.1,0.993,1.0,16.3,0.971,0.656,good_domain,2,4,subset_244,100,1,100.0
Q9NW38,nD3,196-295,2731270,e7kzpM1,216.1.1,0.993,1.0,16.4,0.99,0.656,good_domain,3,4,subset_244,100,1,100.0
Q9NW38,nD4,296-370,1142263,e4ccgX1,376.1.1,0.998,0.977,13.8,0.96,0.962,good_domain,1,4,subset_244,75,0,100.0
P23921,nD1,1-90,1878970,e5im3B4,103.2.1,0.993,0.882,9.5,0.73,0.896,good_domain,4,3,subset_244,90,1,100.0
P23921,nD2,91-215,2667412,e6l3rE2,1074.1.1,0.997,1.0,27.2,0.886,1.016,good_domain,7,2,subset_244,125,1,100.0
P23921,nD3,216-760,2667411,e6l3rE1,2500.1.1,1.0,1.0,57.3,0.975,0.866,good_domain,20,13,subset_244,545,2,100.0
Q99572,nD1,11-390,2133261,e5xw6C1,3483.1.1,1.0,1.0,30.1,0.987,1.167,good_domain,7,12,subset_244,380,2,13.68421052631579
Q99572,nD2,"391-430,491-595",61901,e1rp3E3,142.1.1,0.387,0.0,2.6,na,na,low_confidence,3,3,subset_244,145,1,100.0
Q9UKL0,nD1,146-190,1786518,e4bkxA1,103.1.1,0.993,0.999,6.7,0.53,0.789,good_domain,3,0,subset_96,45,0,100.0
Q9UKL0,nD2,191-255,425449,e3osgA1,101.1.1,0.99,0.0,7.4,0.847,0.89,good_domain,3,0,subset_96,65,0,100.0
Q9UKL0,nD3,311-375,185940,e2iw5B1,3340.1.1,0.994,1.0,7.0,0.956,0.956,good_domain,2,0,subset_96,65,0,100.0
Q9UKL0,nD4,381-450,1761512,e3oioA1,101.1.1,0.99,0.0,3.7,0.945,0.959,good_domain,4,0,subset_96,70,0,100.0
P32238,nD1,"6-235,251-395",2771934,e7ezmD1,5001.1.1,0.998,1.0,33.9,0.959,1.313,good_domain,8,4,subset_96,375,2,30.933333333333334
Q99683,nD1,91-265,1295266,e4c6tC1,2007.9.1,0.982,0.0,11.5,0.916,1.101,good_domain,6,7,subset_96,175,2,100.0
Q99683,nD2,266-550,2043556,e5ulmB1,109.4.1,0.998,1.0,37.8,0.964,0.997,good_domain,14,1,subset_96,285,2,100.0
Q99683,nD3,551-665,2043557,e5ulmB2,220.1.1,0.996,1.0,20.1,1.0,0.943,good_domain,2,6,subset_96,115,1,100.0
Q99683,nD4,666-950,2095912,e5uuuA1,206.1.1,0.998,0.998,27.0,0.609,0.947,good_domain,9,10,subset_96,285,2,100.0
Q99683,nD5,1041-1180,142120,e3pmdA1,106.1.1,0.994,0.915,11.4,0.824,0.952,good_domain,5,0,subset_96,140,1,100.0
Q99683,nD6,1311-1370,2605063,e6v0mA1,102.1.1,0.995,0.994,13.2,0.845,0.769,good_domain,4,0,subset_96,60,0,100.0
P56856,nD1,1-200,2448379,e6akfC1,633.23.1,0.995,0.999,19.6,0.978,1.07,good_domain,4,5,subset_96,200,2,15.0
Q15910,nD1,31-155,1830964,e5hynA1,1020.1.1,1.0,1.0,3.6,0.845,0.845,good_domain,2,2,subset_237,125,1,100.0
Q15910,nD2,"166-190,216-250",1830965,e5hynA2,101.1.1,0.985,1.0,6.9,0.554,0.822,good_domain,3,0,subset_237,60,0,100.0
Q15910,nD3,261-310,1830967,e5hynA4,1019.1.1,0.996,1.0,3.7,0.909,0.82,good_domain,1,1,subset_237,50,0,100.0
Q15910,nD4,"311-340,426-475",2036243,e5ls6G7,101.1.1,0.997,1.0,12.0,0.849,1.096,good_domain,4,0,subset_237,80,0,100.0
Q15910,nD5,496-560,1830968,e5hynA5,3358.1.1,0.848,1.0,0.0,na,na,simple_topology,1,0,subset_237,65,0,100.0
Q15910,nD6,561-740,1184110,e3ooiA2,70.3.1,0.993,0.998,17.2,0.681,1.084,good_domain,2,8,subset_237,180,2,100.0
P48735,nD1,146-325,2601683,e2qfwD1,7510.1.1,0.998,1.0,22.9,0.989,0.986,good_domain,5,9,subset_237,180,2,100.0
P48735,nD2,"41-145,326-450",2601073,e4ja8A1,7510.1.1,0.999,1.0,39.0,0.975,1.26,good_domain,11,5,subset_237,230,2,100.0
Q92843,nD1,6-180,1157185,e1o0lA2,5000.3.1,0.998,1.0,21.2,0.894,1.133,good_domain,8,0,subset_237,175,2,100.0
P07948,nD1,56-120,2322692,e6amwA2,4.1.1,0.985,0.994,5.6,0.442,0.812,good_domain,1,4,subset_424,65,0,100.0
P07948,nD2,121-230,1490098,e4tziA1,214.1.1,0.997,0.982,21.2,0.982,0.991,good_domain,2,3,subset_424,110,1,100.0
P07948,nD3,236-510,1513134,e4y93A1,206.1.1,0.999,1.0,36.4,0.96,0.914,good_domain,9,7,subset_424,275,2,100.0
Q9ULD8,nD1,11-180,2644070,e6y7qAAA1,223.1.1,0.994,0.952,16.6,0.991,1.164,good_domain,5,5,subset_424,170,2,100.0
Q9ULD8,nD2,"1-10,206-415,441-705",1842136,e5iwpA2,5054.1.1,0.994,0.984,6.5,0.503,2.127,good_domain,17,12,subset_424,485,2,58.144329896907216
P16422,nD1,26-60,1347542,e4mzvA1,6148.1.1,0.999,1.0,4.2,0.921,0.921,good_domain,0,3,subset_424,35,0,0.0
P16422,nD2,61-140,1347543,e4mzvA2,363.1.1,0.997,1.0,9.0,0.974,1.013,good_domain,1,2,subset_424,80,0,0.0
P16422,nD3,141-260,2802320,e7peeC1,304.151.1,0.997,1.0,18.3,0.983,1.148,good_domain,4,4,subset_424,120,1,0.0
